Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,og_period_salary,Compensation,og_salary_currency,Job ID,Job Category,Scraped Date
surveyor staff bandung,Pt Asuransi Raksa Pratikara,Bandung,4404500.0,Konstruksi,Survey,Not Written,4 hari yang lalu,Full time,Kualifikasi Pendidikan Minimum Smamaksimal Berusia Tahun Memiliki Minimal Sim C Dan Sim A Dapat Mengendarai Motor Maupun Mobil Dengan Baik Diutamakan Yang Memiliki Motor Pribadi Memiliki Kemampuan Komunikasi Dan Interpersonal Yang Baik Agar Dapat Membina Relationship Terhadap Orang Lain Berpenampilan Rapi Dan Sopanmemiliki Ketertarikan Dan Minat Untuk Bekerja Di Bidang Lapangan Siap Untuk Dapat Ditugaskan Di Wilayah Bandung Dan Sekitarnya Tugas Dan Tanggung Jawab Melakukan Survey Di Lapangan Di Kantor Bengkel Lokasi Kejadian Kantor Kepolisian Dan Membuat Foto Serta Catatan Atas Kerusakan Kendaraan Tertanggung Yang Mengalami Kerusakan Parah Kehilangan Mengisi Data Klaim Kendaraan Dan Hasil Survey Pada Menu Cpm Claim Process Management Melakukan Survey Dan Penyelidikan Di Lapangan Khusus Untuk Kasus Total Loss Kehilangan Kendaraan Tertanggung Kasus Yang Bermasalah Memberikan Penjelasan Kepada Tertanggung Mengenai Prosedur Proses Pengajuan Klaim Berikut Dokumen Dokumen Pendukung Yang Diperlukan Meminta Dan Mengingatkan Kepada Tertanggung Mengenai Dokumen Yang Belum Lengkap,https://www.jobstreet.co.id/id/job/74326265?type=standard&ref=search-standalone,month,not_written,IDR,74326265,Other,2024-03-13
customer service,Pt Mulya Kencana Metalindo,Bandung,not_written,Call Center Layanan Konsumen,Layanan Konsumen Call Center,Not Written,7 hari yang lalu,Kontrak,Kualifikasi Pendidikan Minimal Sma Smk Diutamakan Yang Berpengalaman Sebagai Customer Service Minimal Tahun Fresh Graduate Dipersilakan Melamar Memiliki Kemampuan Komunikasi Yang Sangat Baik Dapat Bekerja Dalam Team Ataupun Individu Dapat Bekerja Dibawah Tekanan Menguasai Ms Office Terutama Excel Penempatan Kel Panjunan Kec Astanaanyar Kota Bandung Jawa Barat Tugas Dan Tanggung Jawab Bertanggung Jawab Membangun Hubungan Baik Dan Citra Positif Perusahaan Kepada Customer Bertanggung Jawab Melakukan Konfirmasi Ke Customer Melalui Telepon Dan Wa Bertanggung Jawab Terhadap Segala Informasi Dan Kerahasiaan Data Perusahaan Dan Customer Bertanggung Jawab Menangani Berbagai Keluhan Customer Sekaligus Memberikannya Solusi Bertanggung Jawab Mencatat Dan Merekap Catatan Proses Interaksi Customer Bertanggung Jawab Membuat Rekap Harian Daily Report Atas Berbagai Hal Yang Cs Kerjakan Setiap Harinya Seperti Solusi Keluhan Mereka Memeriksa Transaksi Pembelian Pembayaran Mereka Bertanggung Jawab Untuk Menginformasikan Nomor Rekening Resmi Milik Perusahan Ke Customer Bertanggung Jawab Membangun Hubungan Baik Dan Citra Positif Perusahaan Kepada Customer Bertanggung Jawab Melakukan Konfirmasi Ke Customer Melalui Telepon Dan Wa Bertanggung Jawab Terhadap Segala Informasi Dan Kerahasiaan Data Perusahaan Dan Customer Bertanggung Jawab Menangani Berbagai Keluhan Customer Sekaligus Memberikannya Solusi Bertanggung Jawab Mencatat Dan Merekap Catatan Proses Interaksi Customer Bertanggung Jawab Membuat Rekap Harian Daily Report Atas Berbagai Hal Yang Cs Kerjakan Setiap Harinya Seperti Solusi Keluhan Mereka Memeriksa Transaksi Pembelian Pembayaran Mereka Bertanggung Jawab Untuk Menginformasikan Nomor Rekening Resmi Milik Perusahan Ke Customer,https://www.jobstreet.co.id/id/job/74215564?type=standard&ref=search-standalone,not_written,not_written,not_written,74215564,CUSTOMER SERVICE,2024-03-13
finance administration assistant,Yayasan Kehati,Jakarta Selatan,not_written,Akuntansi,Pembukuan Akuntansi Praktik Kecil,Not Written,7 hari yang lalu,Kontrak,Assist The Solusi Project Team In Administration And Finance Matters To Ensure An Effective Management Of The Financial Resources According To The Kehati Policy And Procedures Assist The Solusi Project Team In Travelling Ticketing Accommodation Logistic Meeting Preparation Etc Ensure The Compliance Of Grant Administration Finance And Policies And Procedures Ensure Payables Are Managed Smoothly And Efficiently In Accordance With Kehati Procedures And With Accuracy And Completeness Ensures That All Payments Are Done In A Timely Manner Ensure That Transactions Are Processed And That They Are Accurate And Complete Responsible For Correspondences Preparation Of Contracts And Sending Invitations Provide Support Role In Audits Internal And External Including Preparation Of Documents For Internal External And Donor Audits Undertake Any Other Official Duties As Assigned By Team Leader And Finance Manager Of Kehati Qualification Bachelor S All Major Especially Finance Accounting Administration Secretariate Or Relevant Field Years Experience In Finance And Administration Field Preferably Experience With Ngo Working Systems And International Donor Agency Good Command Of English Strong Competencies In Managerial Both Finance And Grant Administration Experience Working With International Donor Agencies Preferably High Level Of Good Organizational And Administrative Skills With An Ability To Work Well Under Pressure Experience On The Giz Programs Will Be Considered An Asset Excellent Excel And Microsoft Office Skills Is A Must Especially For Functions Relevant To Financial Management And Accounting,https://www.jobstreet.co.id/id/job/74228620?type=standout&ref=search-standalone,not_written,not_written,not_written,74228620,FINANCE,2024-03-13
staff qc,Pt Roi Surya Prima Farma,Pasuruan,not_written,Manufaktur Transportasi Logistik,Penjaminan Kontrol Mutu,Not Written,5 hari yang lalu,Kontrak,Pendidikan Apotekerdapat Mengoperasikan Hplcpernah Bekerja Di Perusahaan Farmasi Kosmetikmemahami Cpob Cpkb Cgmpmemahami Dan Dapat Mengoperasikan Alat Alat Laboratoriummemahami Sistem Jaminan Halal Nilai Tambah Dapat Berbahasa Inggris Minimal Pasifpengalaman Sebagai Staff Qc Minimal Tahunlulusan Baru Dipersilahkandapat Mengoperasikan Komputer Minimal Microsoft Officeteliti Cekatan Dan Bertanggung Jawabdapat Bergabung Segera Penempatan Pandaan Pasuruan,https://www.jobstreet.co.id/id/job/74312000?type=standout&ref=search-standalone,not_written,not_written,not_written,74312000,QUALITY CONTROL,2024-03-13
admin project,Pt Radiant Utama Interinsco Tbk,Jakarta Raya,not_written,Administrasi Dukungan Perkantoran,Asisten Administratif,Not Written,12 hari yang lalu,Kontrak,Admin Projectpendidikan D Jurusan Manajemenpengalaman Sebagai Admin Project Minimal Satu Tahun Melakukan Administrasi Project Surat Menyuratservice Orderpurchase Orderrequest Dan Monitor Data Expense Serta Advance Projetkoordinasi Dengan Pihak Internal Serta External Terkait Proses Pembayaran Dan Kelengkapan Dokumen Penagihan,https://www.jobstreet.co.id/id/job/74111243?type=standard&ref=search-standalone,not_written,not_written,not_written,74111243,PRODUCT MANAGEMENT,2024-03-13
finance accounting staff account payable,Pt Hertz Flavors Makmur Indonesia,Kabupaten Mojokerto,not_written,Akuntansi,Hutang Usaha,Long Term Employment Health Insurance Work Related Insurance,5 hari yang lalu,Full time,Your Job Function Maintain Accurate And Up To Date Financial Recordsmonitor Financial Transactions To Ensure Compliance With Company Policies And Proceduresidentifiy Opportunities To Streamline Accounting Processes And Enhance Efficieny And Accuracyensure Compliance With All Tax And Law Regulations Related With Finance And Accounting Activitiesstay Updated With Adjustment Or Changes Related To Tax Rules And Regulations Assessing Its Impact On The Organizations Include Implementing Necessary Adjustments Your Job Description Responsible For Daily Routine Finance And Accounting Related Tasks I E Prepare Journal Voucher Payment Voucher Bank Reconciliation Closing The General Ledgerpreparing Financial Statements Including Financial Report And Disclosuresprepare Consolidation Working Paper And The Consolidated Reportspreparing Deferred Tax Calculation Tax Documentation And Tax Reporting Job Qualification Bachelor Degree In Accounting Tax Or Related Studies Years Work Experiencefresh Graduate Are Welcome To Applyproficiency In Accounting Software And Microsoft Exceldetail Oriented Personwilling To Collaborate With Teams Across Departmentsknowledge Of Financial Regulations Tax Regulations And Compliance Requirements,https://www.jobstreet.co.id/id/job/74266266?type=standout&ref=search-standalone,not_written,not_written,not_written,74266266,FINANCE,2024-03-13
safety investigator,Pt Kideco Jaya Agung Kideco,Paser,not_written,Teknik,Teknik Lingkungan,Not Written,3 menit yang lalu,Full time,Requirement Candidates Must Have At Least A Bachelor S Degree K Hiperkes Technical Engineering Ipk Minimum Experience As A Safety Investiagor Is Requiredhave Excellent Investigation Ability Good Analytical Thinkingexcellent Reporting Abilities Are Preferred Having Certification Such As Pop Investigation Incident Preferred Willingness To Be Stationed At The Site Location In East Kalimantan Computer Literacy Ms Office Is Required Prior Experience In A Coal Mining Company Is Preferred Having Experience In A Coal Mining Company Is Preferreddomicile In East Kalimantan Is Preferred Job Descriptions Manage Incident Investigation Reportsmonitoring Follow Up Of Incident Recommendationssafety And Health Managementimplementing Programs And Reporting Incident Investigations,https://www.jobstreet.co.id/id/job/74413334?type=standard&ref=search-standalone,not_written,not_written,not_written,74413334,Other,2024-03-13
bancassurance life consultant jakarta selatan,Pt Aia Financial,Jakarta Selatan,4500000.0,Penjualan,Perwakilan Konsultan Penjualan,Not Written,2 menit yang lalu,Full time,Bancassurance Life Consultant Jakarta Selatan Wujudkan Ambisi Besarmu Raih Impian Besarmu Jadilah Mitra Aia Sebagai Bancassurance Life Consultant Dan Maksimalkan Potensi Anda Untuk Memperoleh Penghasilan Yang Tidak Terbatas The Only Limitation Is You Aia Adalah Salah Satu Perusahaan Asuransi Terbesar Di Asia Dan Juga Merupakan Salah Satu Perusahaan Asuransi Terkemuka Di Indonesia Dalam Bidang Bancassurance Bergabung Menjadi Aia Bancassurance Life Consultant Blc Berarti Anda Akan Memperoleh Pengalaman Bekerja Di Bidang Asuransi Sekaligus Di Bidang Perbankan Selain Itu Aia Bermitra Dengan Institusi Institusi Perbankan Terbesar Dan Terdepan Di Indonesia Sehingga Menyediakan Anda Sebuah Kesempatan Untuk Mengembangkan Network Anda Di Brand Brand Tersebut Secara Maksimal Sebagai Blc Anda Akan Ditempatkan Pada Salah Satu Cabang Bank Yang Berafiliasi Dengan Aia Dimana Anda Dapat Memberikan Solusi Proteksi Dan Investasi Yang Sesuai Dengan Kebutuhan Para Nasabah Tugas Tanggung Jawab Melakukan Penjualan Produk Asuransi Aia Di Bank Partner Yang Bekerjasama Dengan Aia Financialmenjalin Komunikasi Kerjasama Yang Baik Dengan Seluruh Staff Bankmembuat Laporan Produktivitas Penjualan Bulanan Secara Berkalapersyaratan Pendidikan Minimal D Pengalaman Sebagai Sales Dan Marketing Minimal Bulan Lebih Disukai Jika Berasal Dari Dunia Asuransi Kemampuan Komunikasi Dan Interpersonal Yang Baikdapat Bekerja Secara Tim Ataupun Individumemiliki Motivasi Kerja Yang Tinggi Dan Siap Dengan Tekanan Targetmoney Oriented Disiplin Bertanggung Jawab Integritas Yang Baikbersedia Ditempatkan Pada Semua Cabang Bank Partnerterbuka Untuk Penempatan Jakarta Selatan,https://www.jobstreet.co.id/id/job/74413388?type=standard&ref=search-standalone,month,not_written,IDR,74413388,CONSULTING,2024-03-13
cashier,Kwetiau Beras,Denpasar Selatan,not_written,Ritel Produk Konsumen,Asisten Ritel,Not Written,15 jam yang lalu,Full time,Kualifikasi Min Pendidikan Sma Fresh Graduate Welcome Mampu Berbahasa Inggris Secara Lisan Bersedia Ditempatkan Di Posisi Cashier Dapat Bergabung Secepatnya Deskripsi Pekerjaan Melayani Customer Dengan Baik Memerhatikan Seluruh Area Restaurant Agar Tetap Bersih Mengikuti Sop Kerja Yg Sudah Ditetapkan Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Kartu Izin Tinggal Dapat Diberikan Untuk Posisi Ini Tanggal Mulai Kerja April Gaji Yang Diinginkan Rp Per Bulan,https://www.jobstreet.co.id/id/job/74400227?type=standard&ref=search-standalone,not_written,not_written,not_written,74400227,Other,2024-03-13
admin buyer,Coco Supermarket Siligita,Kuta Selatan,not_written,Manufaktur Transportasi Logistik,Pembelian Pengadaan Inventaris,Not Written,15 jam yang lalu,Full time,Syarat Pelamar Jujur Disiplin Teliti Dan Berkomunikasi Dengan Baik Pendidikan S Semua Jurusan Minimal Tahun Pengalaman Bekerja Sebagai Admin Purchasing Buyer Menguasai Ms Office Terutama Ms Exel Dengan Baik Berkomitmen Dalam Kualitas Kerja Yang Tinggi Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Selasa Pagi Siang Rabu Pagi Siang Kamis Pagi Siang Jum At Pagi Siang Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74400308?type=standard&ref=search-standalone,not_written,not_written,not_written,74400308,ADMINISTRATION,2024-03-13
it infrastructure security engineer,Pt Bank Sbi Indonesia,Jakarta Pusat,not_written,Teknologi Informasi Komunikasi,Administrasi Jaringan Sistem,Not Written,2 jam yang lalu,Full time,We Are Looking For Experienced Candidates For It Infrastructurequalifications Minimum Bachelor S Degree From Related Major Experiences In It Infrastructure For Min Years Good Knowledge In Infrastructure And Operation Good Knowledge Of Itil Practices Fluent In English Both Writing And Speaking Itil Certification Desirable Responsibilities Must Have Good Knowledge Of It Infrastrucure Management Monitoring Of Systems And Network Asset Management Capacity Demand Management And Incident Management Must Have Experience On Multiple Hardware And Software Enviroments And Be Comfortable With Complex Heterogeneous System Environments Experience Of Handling Data Centre Infrastructure System Administration System Upgradations Installations Implementing Major Projects From Procurement Till Commissioning Project Management Technical Problem Solving Skills And Service Operations Essential Knowledge And Experience Of Handling Information Security In Complex Heterogeneous Enviroments Would Be An Added Advantage,https://www.jobstreet.co.id/id/job/74408558?type=standard&ref=search-standalone,not_written,not_written,not_written,74408558,IT,2024-03-13
sqm engineer,Pt Tdk Electronics Indonesia,Batam Kota,not_written,Teknik,Teknik Elektro Elektronik,Not Written,4 hari yang lalu,Full time,Tasks And Responsibilities Incoming Material Qualityverify Analysis And Troubleshoot Material Quality Problems At Incoming And Production Conduct Regular Material Review Meeting With Related Departments And Suppliers Report Incoming Material Status And Quality Conditions To Superior Supplier Developmenttrack And Monitor Supplier Performance Establish Audit Plan And Conduct Periodic Supplier Audit Conduct Regular Quality Improvement Meeting With Supplier Develop Ship To Stock System With Supplier New Supplier Material Approvalsource And Perform New Supplier Material Evaluation Organize New Supplier Material Approval Process Establish Inspection Plans And Inspection Criteria For New Material Education Degree Diploma In Any Engineering Disciplineexperience Experience In Quality Assurance Control For At Least Years Experience In Iatf Vda Quality System Iso Qmsexperience In Performing Audits Preferably Working In Any Manufacturing Industry Certified With Qm Systemknowledge Knowledge Of Microsoft Office Ms Word Excel Access And Power Point Knowledge On Sap Is Added Advantage,https://www.jobstreet.co.id/id/job/74325373?type=standout&ref=search-standalone,not_written,not_written,not_written,74325373,ENGINEERING,2024-03-13
sales executives,Pt Tagaya Florindo International,Jakarta Raya,not_written,Penjualan,Manajemen Akun Relasi,Not Written,1 jam yang lalu,Full time,Job Description To Promote Company Services And Steadily Secure Expand Business With New Customersto Nurture Good Mutually Beneficial Relationships With Existing Customersto Monitor Customer Feedbacks As Regards Changes In Their Service Requirements Expectations Satisfaction Levels And Business Standingto Be An Integral Part Of The Team In The Service Delivery To The Customers Qualification Prior Work Experience In Freight Forwarding Or Related Fields Minimum Yearworking Competency In Englishstrong Work Ethics And Personal Integrityexcellent Communication Skillsat Least A Bachelor S Degree In Any Fieldage Below Work Location Jakarta,https://www.jobstreet.co.id/id/job/74314181?type=standout&ref=search-standalone,not_written,not_written,not_written,74314181,SALES & MARKETING,2024-03-13
admin medsos,Laura Sandal,Sukaresmi,not_written,Administrasi Dukungan Perkantoran,Asisten Administratif,Not Written,15 jam yang lalu,Full time,Tanggung Jawab Pekerjaan Mengelola Toko Online Mempromosikan Toko Online Di Media Sosial Melayani Pelanggan Ketika Ada Pertanyaan Atau Kendala Menjalin Hubungan Baik Dengan Pelanggan Menjaga Performa Toko Online Ramah Dan Memiliki Sopan Santun Kemampuan Komunikasi Yang Baik Persyaratan Pekerjaan Minimal Pendidikan Sma K Aktif Di Media Sosial Fast Respon Menjawab Pertanyaan Pelanggan Diutamakan Berpengalaman Domisili Garut Samarang Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74400269?type=standard&ref=search-standalone,not_written,not_written,not_written,74400269,ADMINISTRATION,2024-03-13
